College Name,District,Type,Branch,Category,Min Percentage (%),Approx Annual Fees,Hostel Facility,Hostel Fee
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,NT-D,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,VJ/DT,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,TFWS,63.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,OPEN,58.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,OBC,54.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,SC,48.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,ST,40.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,EWS,56.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,NT-A,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,NT-B,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,NT-C,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,NT-D,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,VJ/DT,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Civil Engineering,TFWS,63.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,OPEN,58.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,OBC,54.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,SC,48.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,ST,40.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,EWS,56.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,NT-A,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,NT-B,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,NT-C,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,NT-D,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,VJ/DT,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Chemical Engineering,TFWS,63.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,OPEN,58.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,OBC,54.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,SC,48.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,ST,40.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,EWS,56.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,NT-A,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,NT-B,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,NT-C,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,NT-D,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,VJ/DT,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Automobile Engineering,TFWS,63.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,OPEN,94.5,"₹11,500 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,OBC,90.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,SC,84.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,ST,76.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,EWS,92.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,NT-A,87.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,NT-B,87.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,NT-C,87.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,NT-D,87.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,VJ/DT,87.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Computer Engineering,TFWS,98.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,OPEN,92.5,"₹11,500 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,OBC,88.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,SC,82.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,ST,74.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,EWS,90.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,NT-A,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,NT-B,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,NT-C,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,NT-D,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,VJ/DT,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Information Technology,TFWS,97.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,OPEN,92.5,"₹11,500 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,OBC,88.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,SC,82.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,ST,74.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,EWS,90.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,NT-A,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,NT-B,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,NT-C,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,NT-D,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,VJ/DT,85.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Artificial Intelligence & Data Science,TFWS,97.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,OPEN,88.5,"₹11,500 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,OBC,84.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,SC,78.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,ST,70.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,EWS,86.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,NT-A,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,NT-B,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,NT-C,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,NT-D,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,VJ/DT,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electronics & Telecommunication,TFWS,93.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,OPEN,88.5,"₹11,500 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,OBC,84.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,SC,78.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,ST,70.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,EWS,86.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,NT-A,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,NT-B,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,NT-C,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,NT-D,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,VJ/DT,81.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Electrical Engineering,TFWS,93.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,OPEN,86.5,"₹11,500 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,OBC,82.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,SC,76.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,ST,68.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,EWS,84.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,NT-A,79.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,NT-B,79.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,NT-C,79.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,NT-D,79.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,VJ/DT,79.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Mechanical Engineering,TFWS,91.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Civil Engineering,OPEN,86.5,"₹11,500 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Civil Engineering,OBC,82.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Civil Engineering,SC,76.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Civil Engineering,ST,68.5,"₹1,000 - ₹2,000 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Civil Engineering,EWS,84.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
Veermata Jijabai Technological Institute (VJTI),Mumbai City,Government-Aided,Civil Engineering,NT-A,79.5,"₹5,750 / year",Yes (Limited Merit Seats),"₹8,000 - ₹12,000 / year"
